index,rooms,metratura,bathrooms,floor,condominium_expenses,date,contract,typology,total_floors,availability,other_features,price,year_of_build,condition,air_conditioning,energy_efficiency,city,neighborhood,car_parking,energy_performance_building,housing units,start_end_works,current_building_use,energy_certification,co2_emissions,elevator,floor_level,heating_centralized,heating_radiator,heating_gas,air_conditiong_centralized,air_conditioning_heat
0,4,164,2,,100,20/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,438000,2025,new / under construction,system preparation,"a3≥ 3,51 kwh/m² year",milano,vigentino - fatima,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,4,201,2,7,400,16/02/2023,sale,attic | entire property | stately property class,7 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataarmadio a murobalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in triplo vetro / metalloesposizione doppia,850000,2023,new / under construction,"centralized, cold/heat","a4≥ 3,51 kwh/m² year",milano,certosa,1 in garage/box,winter summer,,,,,,1,7,centralized,On the floor,powered by heat pump,centralized, cold/hot
0,2,50,1,2,,27/01/2023,sale,apartment | entire property | medium property class,3 floors,,esposizione esternabalconearredato,570000,1950,good / habitable,"autonomous, cold/heat",,milano,plebisciti - susa,,,,,,In attesa di certificazione,,0,2,centralized,to radiators,powered by district heating,autonomous, cold/hot
0,2,50,1,1,250,09/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internaarmadio a muroportiere intera giornataimpianto tv centralizzatoarredatoinfissi esterni in vetro / legno,670000,1940,very good / refurbished,"centralized, cold/heat",c≥ 175 kwh/m² year,milano,turati,,,,,,,,1,1,centralized,On the floor,gas powered,centralized, cold/hot
0,4,204,3,4,240,22/02/2023,sale - download specifications,attic | entire property | stately property class,4 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in vetro / metallo,1937000,2023,new / under construction,"autonomous, cold/heat",a≥ 175 kwh/m² year,milano,san vittore,,,,,,,,1,4,autonomous,to radiators,powered by heat pump,autonomous, cold/hot
0,3,108,2,2,,17/01/2023,sale - download specifications,apartment | entire property | stately property class,3 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,640000,2023,new / under construction,"centralized, cold",,milano,bande nere,"1 in garage/box, 1 all'esterno",,,,,In attesa di certificazione,,1,2,centralized,On the floor,,centralized, cold
0,3,105,1,,100,25/01/2023,sale,apartment | entire property | stately property class,7 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindatabalconeimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,328000,2024,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,vigentino - fatima,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,3,137,2,2,,11/12/2022,sale,apartment | luxury property,6 floors,,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaportiere intera giornatagiardino comune,1160000,2024,new / under construction,centralized,"a1≥ 3,51 kwh/m² year",milano,monte rosa - lotto,,winter summer,,,,,,1,2,centralized,,,centralized,
0,5,248,3+,,,22/02/2023,sale - download specifications,apartment in villa | entire property | luxury property,10 floors,,idromassaggiocancello elettricotavernafibra otticavideocitofonoimpianto di allarmeporta blindataterrazzaportiere intera giornatapiscinaimpianto tv centralizzatogiardino privatoesposizione doppia,2248000,2024,new / under construction,"centralized, cold","a4≥ 3,51 kwh/m² year",milano,navigli - darsena,,,,,,,,1,0,centralized,On the floor,powered by heat pump,centralized, cold
0,2,70,1,1,110,22/02/2023,sale,apartment | entire property | stately property class,3 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataesposizione esternabalconecantinagiardino comuneinfissi esterni in doppio vetro / legno,355000,,very good / refurbished,"centralized, cold/heat",c87.11 kwh/m² year,milano,cantalupa - san paolo,1 in garage/box,,,,,,,1,1,centralized,by air,powered by district heating,centralized, cold/hot
0,4,225,3+,1,1.000,21/02/2023,sale,apartment | entire property | stately property class,6 floors,,idromassaggiocancello elettricocaminettofibra otticavideocitofonoporta blindataesposizione internabalconeterrazzaportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in triplo vetro / legno,1380000,1990,very good / refurbished,"autonomous, cold/heat",e193.43 kwh/m² year,milano,san siro,,,,,,,,1,1,centralized,to radiators,powered by district heating,autonomous, cold/hot
0,3,70,1,5,,30/01/2023,sale,apartment | entire property | medium property class,8 floors,libero,porta blindataesposizione internabalconeterrazzaimpianto tv centralizzatocantinainfissi esterni in vetro / legno,180000,1970,to be restructured,,e133.12 kwh/m² year,milano,baggio,,,,,,,,1,5,centralized,to radiators,,,
0,5,167,2,R,650,22/12/2022,sale,apartment | entire property | stately property class,6 floors,libero,impianto di allarmebalconeportiere intera giornatasolo cucina arredatacantina,1360000,1900,very good / refurbished,,,milano,vercelli - wagner,,,,,,In attesa di certificazione,,1,0,centralized,,,,
0,5,225,3+,2,,09/11/2022,sale,apartment | luxury property,9 floors,libero,idromassaggiocancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaportiere intera giornatapiscina,3375000,2023,new / under construction,centralized,"a1≥ 3,51 kwh/m² year",milano,moscova,,winter summer,,,,,,1,2,centralized,,,centralized,
0,3,122,2,2,,11/12/2022,sale,apartment | luxury property,6 floors,,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione esternaterrazzaportiere intera giornatagiardino comune,1030000,2024,new / under construction,centralized,"a1≥ 3,51 kwh/m² year",milano,monte rosa - lotto,,winter summer,,,,,,1,2,centralized,,,centralized,
0,2,200,1,,,18/01/2023,sale | income property,multi-family townhouse | entire property | medium property class,2 floors,,cantinainfissi esterni in vetro / legnoesposizione doppia,400000,,to be restructured,,"g≥ 3,51 kwh/m² year",milano,corvetto,,winter summer,,,,,,0,4,autonomous,to radiators,gas powered,,
0,3,130,2,,208,17/01/2023,sale,apartment | entire property | stately property class,4 floors,libero,giardino comune,720000,2000,very good / refurbished,"autonomous, cold/heat",f158.99 kwh/m² year,milano,ticinese,2 in garage/box,,,,,,,1,S,autonomous,,,autonomous, cold/hot
0,2,40,1,,100,22/02/2023,sale,apartment | entire property | medium property class,1 floor,libero,cancello elettricofibra otticaporta blindataesposizione internaimpianto tv centralizzatoparzialmente arredatocantinainfissi esterni in doppio vetro / pvc,139000,1940,good / habitable,,g≥ 175 kwh/m² year,milano,ghisolfa - mac mahon,,,,,,,,0,2,centralized,to radiators,methane powered,,
0,4,252,3,1,580,20/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,videocitofonobalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in vetro / legno,1650000,1940,to be restructured,,g218.34 kwh/m² year,milano,guastalla,,,,,,,,1,1,centralized,to radiators,,,
0,2,85,1,1,190,12/01/2023,sale,apartment | entire property | stately property class,3 floors,,porta blindataimpianto tv centralizzatoparzialmente arredatoinfissi esterni in doppio vetro / metalloesposizione doppia,498000,1900,very good / refurbished,autonomous,f159 kwh/m² year,milano,isola,,,,,,,,0,1,centralized,to radiators,methane powered,autonomous,
0,5+,341,3,1,,09/11/2022,sale,apartment | luxury property,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione esternaarmadio a muroportiere intera giornatapiscinagiardino privato,3410000,2024,new / under construction,centralized,a+14 kwh/m² year,milano,moscova,,,,,,,,1,1,centralized,On the floor,,centralized,
0,5+,342,3,1,,27/07/2022,sale,apartment | luxury property,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione esternaarmadio a muroportiere intera giornatapiscinagiardino privato,3420000,2024,new / under construction,centralized,a+14 kwh/m² year,milano,moscova,,,,,,,,1,1,centralized,On the floor,,centralized,
0,3,90,3,T,,07/02/2023,sale,apartment | luxury property,2 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internaportiere intera giornataimpianto tv centralizzatogiardino privatoinfissi esterni in doppio vetro / pvc,835000,2024,new / under construction,centralized,"a1≥ 3,51 kwh/m² year",milano,paolo sarpi,,winter summer,,,,,,0,0,centralized,On the floor,,centralized,
0,3,104,1,1,150,10/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,cancello elettricovideocitofonoporta blindataesposizione esternabalconeportiere intera giornataimpianto tv centralizzatoinfissi esterni in doppio vetro / legno,660000,1900,very good / refurbished,"autonomous, cold","d, edificio energia quasi zero",milano,paolo sarpi,,,,,,,,1,1,autonomous,,,autonomous, cold
0,4,181,3,4,,14/11/2022,sale - download specifications,attic | entire property | stately property class,4 floors,,terrazzacantinagiardino comuneesposizione doppia,730000,2025,new / under construction,"autonomous, cold","a1≥ 3,51 kwh/m² year",milano,ponte nuovo,,,,,,,,1,4,autonomous,On the floor,powered by heat pump,autonomous, cold
0,2,90,1,3,,14/11/2022,sale - download specifications,apartment | entire property | stately property class,4 floors,,balconecantinagiardino comuneesposizione doppia,352000,2025,new / under construction,"autonomous, cold","a1≥ 3,51 kwh/m² year",milano,ponte nuovo,,,,,,,,1,3,autonomous,On the floor,powered by heat pump,autonomous, cold
0,3,110,2,5,250,08/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,fibra otticavideocitofonoimpianto di allarmeporta blindatabalconeportiere intera giornataimpianto tv centralizzatoinfissi esterni in vetro / pvcesposizione doppia,825000,1960,very good / refurbished,"autonomous, cold/heat","e≥ 3,51 kwh/m² year",milano,porta romana - medaglie d'oro,,,,,,,,1,5,centralized,to radiators,gas powered,autonomous, cold/hot
0,5,160,2,R,,14/10/2022,sale,apartment | entire property | stately property class,3 floors,libero,impianto di allarmebalconeimpianto tv centralizzatoparzialmente arredato,1150000,,very good / refurbished,"autonomous, cold/heat",c87 kwh/m² year,milano,montenero,,winter summer,,,,,,0,0,autonomous,to radiators,methane powered,autonomous, cold/hot
0,4,130,2,6,,17/01/2023,sale,apartment | entire property | medium property class,8 floors,libero,cancello elettricofibra otticaporta blindataarmadio a murobalconeimpianto tv centralizzatoarredatocantinagiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,320000,1960,very good / refurbished,"autonomous, cold/heat","e≥ 3,51 kwh/m² year",milano,gratosoglio,"1 in garage/box, 1 all'esterno",,,,,,,1,6,centralized,to radiators,methane powered,autonomous, cold/hot
0,5,257,3,5,,09/11/2022,sale,apartment | luxury property,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindatabalconeterrazzaportiere intera giornataesposizione doppia,3370000,2024,new / under construction,centralized,"a1≥ 3,51 kwh/m² year",milano,paolo sarpi,,,,,,,,1,5,centralized,,,centralized,
0,3,100,1,2,200,14/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,esposizione esternabalconecantina,520000,1900,to be restructured,,g≥ 175 kwh/m² year,milano,porta vittoria,,,,,,,,1,2,centralized,to radiators,methane powered,,
0,4,145,2,1,500,15/02/2023,sale,apartment | entire property | stately property class,8 floors,,cancello elettricofibra otticavideocitofonoporta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / metalloesposizione doppia,830000,1965,to be restructured,,d98.21 kwh/m² year,milano,sempione,,,,,,,,1,1,centralized,to radiators,methane powered,,
0,3,100,2,4,,11/12/2022,sale,apartment | luxury property,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internabalconeterrazzaportiere intera giornata,1260000,2024,new / under construction,centralized,"a1≥ 3,51 kwh/m² year",milano,paolo sarpi,,,,,,,,1,4,centralized,,,centralized,
0,5,170,3+,2,458,20/02/2023,sale,apartment,5 floors,libero,mansardaimpianto di allarmeporta blindatabalconeterrazzacantinagiardino comune,580000,1990,good / habitable,"autonomous, cold/heat",c127.51 kwh/m² year,milano,precotto,,winter summer,,,,,,1,2,autonomous,to radiators,methane powered,autonomous, cold/hot
0,3,100,1,3,,17/11/2022,sale,apartment | luxury property,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internaportiere intera giornata,1180000,2024,new / under construction,centralized,a+≥ 175 kwh/m² year,milano,paolo sarpi,,,,,,,,1,3,centralized,,,centralized,
0,2,89,2,T,,09/11/2022,sale,apartment | luxury property,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internabalconeterrazzaportiere intera giornata,825000,2024,new / under construction,centralized,a+≥ 175 kwh/m² year,milano,paolo sarpi,,,,,,,,1,0,centralized,,,centralized,
0,3,120,2,T,,13/01/2023,sale,apartment | entire property | medium property class,1 floor,libero,cancello elettricoporta blindataesposizione internaimpianto tv singoloinfissi esterni in doppio vetro / pvc,655000,,very good / refurbished,"autonomous, cold",g179 kwh/m² year,milano,navigli - darsena,,,,,,,,0,0,autonomous,to radiators,methane powered,autonomous, cold
0,4,104,1,1,,17/12/2022,sale,apartment | entire property | stately property class,14 floors,libero,videocitofonoarmadio a murobalconeterrazzaportiere intera giornatacantinainfissi esterni in doppio vetro / metallo,259000,,very good / refurbished,autonomous,,milano,certosa,,,,,,In attesa di certificazione,,1,1,centralized,On the floor,methane powered,autonomous,
0,5,181,3,7,450,22/02/2023,sale,apartment | entire property | stately property class,9 floors,libero,cancello elettricofibra otticavideocitofonoporta blindatabalconeterrazzaportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,700000,2012,very good / refurbished,"autonomous, cold/heat",b46.84 kwh/m² year,milano,lorenteggio,2 in garage/box,,,,,,,1,7,centralized,On the floor,methane powered,autonomous, cold/hot
0,3,165,2,1,500,15/12/2022,sale,apartment | entire property | luxury property,5 floors,libero,idromassaggiocancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindatabalconeterrazzaportiere intera giornataimpianto tv centralizzatogiardino comuneinfissi esterni in triplo vetro / legnoesposizione doppia,850000,2011,new / under construction,"autonomous, cold/heat",c≥ 175 kwh/m² year,milano,san siro,,,,,,,,1,1,centralized,On the floor,methane powered,autonomous, cold/hot
0,3,100,2,,300,26/01/2023,sale,apartment | entire property | stately property class,6 floors,,cancello elettricofibra otticaporta blindatabalconeportiere intera giornataimpianto tv centralizzatoarredatocantinagiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,870000,1960,very good / refurbished,"autonomous, cold/heat",f163.51 kwh/m² year,milano,arena,,,,,,,,1,2,centralized,,,autonomous, cold/hot
0,3,95,1,1,160,14/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricofibra otticaimpianto di allarmeporta blindataarmadio a murobalconeportiere intera giornataimpianto tv centralizzatoarredatocantinainfissi esterni in doppio vetro / pvc,660000,1950,very good / refurbished,,f≥ 175 kwh/m² year,milano,isola,,,,,,,,1,1,centralized,,,,
0,3,96,1,,100,11/02/2023,sale,apartment | entire property | medium property class,7 floors,libero,fibra otticaimpianto di allarmeporta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,545000,1970,very good / refurbished,"autonomous, cold/heat",,milano,gambara,,,,,,In attesa di certificazione,,1,2,centralized,to radiators,methane powered,autonomous, cold/hot
0,3,92,1,1,100,30/01/2023,sale,apartment | entire property | medium property class,4 floors,libero,cancello elettricofibra otticaporta blindataesposizione esternaterrazzaimpianto tv centralizzatocantinainfissi esterni in doppio vetro / legno,249000,2002,very good / refurbished,"autonomous, cold/heat",f≥ 175 kwh/m² year,milano,baggio,,,,,,,,1,1,autonomous,to radiators,gas powered,autonomous, cold/hot
0,5,195,2,9,1.000,12/02/2023,sale,apartment | entire property | luxury property,20 floors,,cancello elettricofibra otticavideocitofonoporta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in vetro / metalloesposizione doppia,1920000,1956,good / habitable,,g188.25 kwh/m² year,milano,vincenzo monti,,,,,,,,1,9,centralized,,,,
0,4,175,2,R,617,21/02/2023,sale,apartment | entire property | stately property class,3 floors,,cancello elettricofibra otticaporta blindataesposizione internabalconeterrazzacantinagiardino comune,960000,1965,good / habitable,"autonomous, cold/heat",f327.89 kwh/m² year,milano,monte rosa - lotto,1 in garage/box,,,,,,,1,0,centralized,,,autonomous, cold/hot
0,3,120,2,,,16/02/2023,sale,detached villa | entire property | medium property class,2 floors,libero,caminettofibra otticaporta blindatabalconeimpianto tv centralizzatocantinagiardino privatoinfissi esterni in doppio vetro / pvcesposizione doppia,249000,1950,good / habitable,,g271.23 kwh/m² year,milano,baggio,2 in garage/box,,,,,,,0,0,autonomous,to radiators,gas powered,,
0,3,106,2,5,300,19/01/2023,sale,apartment | entire property | stately property class,7 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataarmadio a murobalconeportiere mezza giornataimpianto tv centralizzatoarredatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,1260000,1970,very good / refurbished,"autonomous, cold/heat",e≥ 175 kwh/m² year,milano,brera,,,,,,,,1,5,centralized,by air,power supply,autonomous, cold/hot
0,5,247,3,4 - 5,1.000,22/02/2023,sale,apartment | entire property | luxury property,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataportiere intera giornataimpianto tv centralizzatoinfissi esterni in doppio vetro / legnoesposizione doppia,3000000,1900,good / habitable,"autonomous, cold/heat",g≥ 175 kwh/m² year,milano,duomo,,,,,,,,1,2,centralized,to radiators,methane powered,autonomous, cold/hot
0,4,215,3,7 - 8,450,23/01/2023,sale,attic | entire property | stately property class,8 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataarmadio a murobalconeterrazzaportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / legnoesposizione doppia,1730000,1990,good / habitable,"autonomous, cold/heat",e168.41 kwh/m² year,milano,solari,2 in garage/box,winter summer,,,,,,1,2,autonomous,to radiators,gas powered,autonomous, cold/hot
0,3,105,1,,100,19/01/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione internabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,298000,2024,new / under construction,system preparation,"a3≥ 3,51 kwh/m² year",milano,comasina,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,3,115,2,5,200,21/02/2023,sale,apartment | entire property | luxury property,7 floors,libero,fibra otticavideocitofonoporta blindataesposizione esternaarmadio a murobalconeportiere intera giornataimpianto tv centralizzatoinfissi esterni in doppio vetro / pvc,935000,,new / under construction,"autonomous, cold/heat","a1≥ 3,51 kwh/m² year",milano,indipendenza,,,,,,,,1,5,centralized,to radiators,gas powered,autonomous, cold/hot
0,4,157,2,,100,29/12/2022,sale,apartment | entire property | stately property class,11 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,498000,2025,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,vigentino - fatima,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,5+,250,3,6,600,15/02/2023,sale,attic | entire property | stately property class,7 floors,libero,caminettovideocitofonoimpianto di allarmeterrazzaportiere intera giornataimpianto tv centralizzatoparzialmente arredato,1970000,,very good / refurbished,"autonomous, cold/heat",g184.2 kwh/m² year,milano,vincenzo monti,,,,,,,,1,6,autonomous,to radiators,,autonomous, cold/hot
0,4,246,3,R,,14/02/2023,sale,apartment | entire property | luxury property,5 floors,libero,fibra otticavideocitofonoporta blindataportiere intera giornataimpianto tv centralizzatoinfissi esterni in vetro / legnoesposizione doppia,1510000,1900,to be restructured,,g225.52 kwh/m² year,milano,arco della pace,,,,,,,,0,0,centralized,to radiators,methane powered,,
0,3,100,1,3,250,21/02/2023,sale,apartment | entire property | stately property class,3 floors,,fibra otticaporta blindataesposizione internaarmadio a murobalconeimpianto tv centralizzatoarredatoinfissi esterni in doppio vetro / pvc,158000,1960,very good / refurbished,"autonomous, cold/heat",,milano,roserio,1 all'esterno,,,,,In attesa di certificazione,,0,3,centralized,to radiators,gas powered,autonomous, cold/hot
0,4,134,2,,100,19/01/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindatabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,369000,2024,new / under construction,system preparation,"a3≥ 3,51 kwh/m² year",milano,affori,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,5+,210,2,3,,18/01/2023,sale,apartment | entire property | stately property class,7 floors,libero,porta blindataesposizione esternabalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / pvc,945000,1950,to be restructured,,f148.35 kwh/m² year,milano,città studi,,,,,,,,1,3,centralized,to radiators,,,
0,5,169,3,5,,24/01/2023,sale - download specifications,apartment | entire property | stately property class,9 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataesposizione esternabalconeportiere intera giornataimpianto tv centralizzatoparzialmente arredatogiardino comuneinfissi esterni in doppio vetro / metallo,988650,2023,new / under construction,"centralized, cold/heat","a3≥ 3,51 kwh/m² year",milano,ghisolfa - mac mahon,,,,,,,,1,5,centralized,On the floor,photovoltaic powered,centralized, cold/hot
0,2,63,1,T,,22/02/2023,sale - download specifications,apartment | entire property | stately property class,5 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internabalconeterrazzaportiere mezza giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in triplo vetro / pvc,411000,2024,new / under construction,"centralized, cold","a4≥ 3,51 kwh/m² year",milano,corso san gottardo,,winter summer,,,,,,1,0,centralized,On the floor,methane powered,centralized, cold
0,3,70,1,1,120,13/01/2023,sale,apartment | entire property | stately property class,9 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,220000,2025,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,quartiere adriano,1 in garage/box,,,,,,,1,1,autonomous,On the floor,,system preparation,
0,4,135,2,1,120,13/01/2023,sale,apartment | entire property | stately property class,9 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,400000,2025,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,quartiere adriano,1 in garage/box,,,,,,,1,1,autonomous,On the floor,,system preparation,
0,3,110,1,1,120,13/01/2023,sale,apartment | entire property | stately property class,9 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,330000,2025,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,quartiere adriano,1 in garage/box,,,,,,,1,1,autonomous,On the floor,,system preparation,
0,3,103,1,,100,19/01/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindatabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,287000,2024,new / under construction,system preparation,"a3≥ 3,51 kwh/m² year",milano,affori,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,3,118,1,,100,29/12/2022,sale,apartment | entire property | stately property class,11 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,334000,2025,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,vigentino - fatima,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,2,71,1,,100,29/12/2022,sale,apartment | entire property | stately property class,11 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,225000,2025,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,vigentino - fatima,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,3,118,1,,100,29/12/2022,sale,apartment | entire property | stately property class,11 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,336000,2025,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,vigentino - fatima,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,3,110,1,,100,29/12/2022,sale,apartment | entire property | stately property class,11 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,320000,2025,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,vigentino - fatima,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,3,113,1,,100,29/12/2022,sale,apartment | entire property | stately property class,11 floors,libero,cancello elettricovideocitofonoimpianto di allarmeporta blindataesposizione esternabalconeterrazzaimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,329000,2025,new / under construction,system preparation,"a4≥ 3,51 kwh/m² year",milano,vigentino - fatima,1 in garage/box,,,,,,,1,2,autonomous,On the floor,,system preparation,
0,3,85,2,1,150,09/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,porta blindatabalconeimpianto tv centralizzatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,580000,1930,very good / refurbished,autonomous,d104.67 kwh/m² year,milano,bocconi,,,,,,,,0,1,centralized,to radiators,,autonomous,
0,5,225,3,5,625,23/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataarmadio a murobalconeportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,2300000,1970,very good / refurbished,"autonomous, cold/heat",e≥ 175 kwh/m² year,milano,palestro,1 in garage/box,,,,,,,1,5,centralized,to radiators,methane powered,autonomous, cold/hot
0,5,167,3,2,,31/10/2022,sale | income property,apartment | entire property | stately property class,4 floors,libero,cancello elettricoimpianto di allarmeporta blindataesposizione internaarmadio a muroportiere intera giornataimpianto tv singoloarredatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,2950000,,very good / refurbished,"centralized, cold/heat",d91 kwh/m² year,milano,duomo,"1 in garage/box, 2 all'esterno",winter summer,,,,,,1,2,centralized,On the floor,gas powered,centralized, cold/hot
0,5,135,3,,,21/02/2023,sale,semi-detached villa | entire property | stately property class,1 floor,libero,cancello elettricofibra otticaimpianto di allarmeporta blindataimpianto tv singoloarredatoesposizione doppia,1499000,1920,very good / refurbished,"autonomous, cold/heat",,milano,zara,"1 in garage/box, 1 all'esterno",,,,,Non classificabile,,0,0,,,,autonomous, cold/hot
0,2,82,1,T,,10/01/2023,sale,apartment | luxury property,1 floor,,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internaarmadio a murogiardino privato,625000,2024,new / under construction,centralized,"a1≥ 3,51 kwh/m² year",milano,porta venezia,,winter summer,,,,,,0,0,centralized,,,centralized,
