index,rooms,metratura,bathrooms,floor,condominium_expenses,date,contract,typology,total_floors,availability,other_features,price,year_of_build,condition,air_conditioning,energy_efficiency,city,neighborhood,car_parking,energy_performance_building,housing units,start_end_works,current_building_use,energy_certification,co2_emissions,elevator,floor_level,heating_centralized,heating_radiator,heating_gas,air_conditiong_centralized,air_conditioning_heat
0,4,160,2,8,300,20/02/2023,sale,apartment | entire property | stately property class,9 floors,libero,caminettofibra otticavideocitofonoporta blindataarmadio a murobalconeterrazzaportiere mezza giornataimpianto tv centralizzatoparzialmente arredatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,590000,1960,good / habitable,"autonomous, cold/heat",e≥ 175 kwh/m² year,milano,crescenzago,,,,,,,,1,8,centralized,to radiators,gas powered,autonomous, cold/hot
0,2,53,1,R,100,14/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,idromassaggiocancello elettricofibra otticaporta blindataesposizione internaarmadio a muroportiere mezza giornataimpianto tv centralizzatoinfissi esterni in doppio vetro / pvc,299000,1920,very good / refurbished,system preparation,f221.48 kwh/m² year,milano,cenisio,1 in garage/box,,,,,,,0,0,centralized,to radiators,methane powered,system preparation,
0,2,64,1,,25,22/02/2023,sale,apartment | entire property | medium property class,2 floors,libero,cancello elettricomansardafibra otticavideocitofonoporta blindataesposizione internabalconeimpianto tv singoloparzialmente arredatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,209000,1962,very good / refurbished,"autonomous, cold",g≥ 175 kwh/m² year,milano,bovisa,1 all'esterno,,,,,,,0,3,autonomous,to radiators,LPG powered,autonomous, cold
0,2,70,1,4,133,20/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,porta blindataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,340000,1930,to be restructured,,g≥ 175 kwh/m² year,milano,porta vittoria,,,,,,,,1,4,centralized,to radiators,gas powered,,
0,2,52,1,3,100,24/02/2023,sale | income property,apartment | entire property | medium property class,3 floors,,cancello elettricofibra otticaporta blindatabalconeimpianto tv centralizzatoarredatogiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,129000,2008,good / habitable,"autonomous, cold",e123.4 kwh/m² year,milano,quintosole - chiaravalle,,,,,,,,1,3,autonomous,to radiators,gas powered,autonomous, cold
0,4,110,2,R,250,24/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,fibra otticaporta blindataportiere mezza giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / metalloesposizione doppia,499000,1960,very good / refurbished,,"g≥ 3,51 kwh/m² year",milano,cenisio,,,,,,,,1,0,centralized,to radiators,methane powered,,
0,4,125,2,R,280,26/01/2023,sale,apartment | entire property | stately property class,4 floors,,fibra otticavideocitofonoporta blindataarmadio a muroimpianto tv centralizzatocantinagiardino comuneesposizione doppia,397000,,very good / refurbished,system preparation,f146.15 kwh/m² year,milano,bovisa,,,,,,,,1,0,centralized,to radiators,methane powered,system preparation,
0,5,150,2,3,315,13/01/2023,sale,apartment | entire property | stately property class,8 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataarmadio a murobalconeportiere intera giornataimpianto tv centralizzatoparzialmente arredatogiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,550000,1940,very good / refurbished,"autonomous, cold",e413 kwh/m² year,milano,cimiano,1 in garage/box,,,,,,,1,3,centralized,to radiators,methane powered,autonomous, cold
0,3,80,1,3,120,06/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,fibra otticavideocitofonoporta blindatabalconeimpianto tv centralizzatoparzialmente arredatocantinagiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,280000,1960,very good / refurbished,"autonomous, cold",f142.5 kwh/m² year,milano,parco trotter,,,,,,,,1,3,centralized,to radiators,methane powered,autonomous, cold
0,3,101,1,T,190,06/02/2023,sale,apartment | entire property | stately property class,9 floors,libero,cancello elettricoporta blindataesposizione internaportiere mezza giornataimpianto tv centralizzatogiardino comuneinfissi esterni in doppio vetro / pvc,640000,1960,very good / refurbished,"autonomous, cold",e378.56 kwh/m² year,milano,pagano,,,,,,,,1,0,centralized,to radiators,methane powered,autonomous, cold
0,3,120,2,1,140,08/02/2023,sale,apartment | entire property | stately property class,6 floors,,cancello elettricofibra otticavideocitofonoporta blindatabalconeimpianto tv centralizzatoparzialmente arredatocantinagiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,315000,1950,very good / refurbished,"autonomous, cold",d413 kwh/m² year,milano,cimiano,1 in garage/box,,,,,,,1,1,autonomous,to radiators,methane powered,autonomous, cold
0,4,152,2,5,350,16/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,cancello elettricovideocitofonoporta blindataesposizione esternabalconeportiere mezza giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in vetro / legno,980000,1962,good / habitable,,g181.73 kwh/m² year,milano,isola,,,,,,,,1,5,centralized,to radiators,methane powered,,
0,2,68,1,4,150,23/02/2023,sale,apartment | entire property | medium property class,7 floors,libero,cancello elettricoimpianto di allarmeporta blindataesposizione esternaarmadio a murobalconeimpianto tv centralizzatoparzialmente arredatoinfissi esterni in doppio vetro / pvc,429000,1940,good / habitable,"autonomous, cold",f≥ 175 kwh/m² year,milano,isola,,,,,,,,1,4,centralized,to radiators,methane powered,autonomous, cold
0,4,173,2,8,,30/01/2023,sale,attic | entire property | stately property class,9 floors,libero,cancello elettricofibra otticavideocitofonoporta blindatabalconeterrazzaportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / metalloesposizione doppia,950000,2023,new / under construction,system preparation,a≥ 175 kwh/m² year,milano,rubattino,,,,,,,,1,8,centralized,On the floor,methane powered,system preparation,
0,2,75,1,6,,30/01/2023,sale,apartment | entire property | stately property class,9 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataesposizione internaterrazzaportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / metallo,375000,2023,new / under construction,system preparation,a≥ 175 kwh/m² year,milano,rubattino,,,,,,,,1,6,centralized,On the floor,methane powered,system preparation,
0,2,45,1,1,120,02/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataesposizione esternaportiere intera giornataimpianto tv centralizzatoinfissi esterni in doppio vetro / pvc,310000,1930,very good / refurbished,"autonomous, cold/heat",g176 kwh/m² year,milano,centrale,,,,,,,,1,1,autonomous,to radiators,methane powered,autonomous, cold/hot
0,2,72,1,T,85,15/02/2023,sale,lofts | entire property | medium property class,3 floors,,cancello elettricofibra otticavideocitofonoporta blindataimpianto tv con parabola satellitarecantinainfissi esterni in doppio vetro / pvcesposizione doppia,297000,1930,very good / refurbished,"autonomous, cold/heat",e118 kwh/m² year,milano,pezzotti - meda,1 in garage/box,,,,,,,0,0,autonomous,to radiators,gas powered,autonomous, cold/hot
0,3,90,2,1,133,07/09/2022,sale,apartment | entire property | stately property class,4 floors,libero,videocitofonoimpianto di allarmeporta blindataesposizione internaarmadio a murobalconeportiere mezza giornataimpianto tv centralizzatoarredatoinfissi esterni in doppio vetro / pvc,890000,1700,very good / refurbished,"autonomous, cold",f140.2 kwh/m² year,milano,cadorna - castello,,,,,,,,1,1,centralized,to radiators,methane powered,autonomous, cold
0,3,100,1,4,167,09/01/2023,sale,apartment | entire property | stately property class,4 floors,,mansardafibra otticaimpianto di allarmeporta blindataesposizione esternaarmadio a murobalconeportiere intera giornataimpianto tv centralizzatoparzialmente arredatoinfissi esterni in doppio vetro / legno,898000,1940,very good / refurbished,"autonomous, cold",b48.79 kwh/m² year,milano,garibaldi - corso como,,,,,,,,1,4,autonomous,On the floor,gas powered,autonomous, cold
0,1,40,1,1,,24/02/2023,sale - download specifications,apartment | entire property | stately property class,2 floors,libero,cancello elettricovideocitofonoimpianto di allarmeimpianto tv centralizzatoparzialmente arredatocantinainfissi esterni in doppio vetro / legnoesposizione doppia,136000,2008,new / under construction,"centralized, cold/heat",b≥ 175 kwh/m² year,milano,muggiano,,,,,,,,0,1,centralized,by air,powered by heat pump,centralized, cold/hot
0,3,102,2,4,270,23/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataesposizione esternabalconeportiere mezza giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / pvc,628000,1960,new / under construction,system preparation,"f≥ 3,51 kwh/m² year",milano,centrale,,,,,,,,1,4,centralized,On the floor,gas powered,system preparation,
0,3,80,1,2,250,08/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,porta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / legnoesposizione doppia,570000,1900,to be restructured,,f≥ 175 kwh/m² year,milano,cenisio,,,,,,,,1,2,centralized,to radiators,gas powered,,
0,5,188,2,T,200,15/02/2023,sale,apartment | entire property | medium property class,2 floors,libero,cancello elettricofibra otticaporta blindataesposizione internaarmadio a muroterrazzaimpianto tv centralizzatosolo cucina arredatacantinagiardino privatoinfissi esterni in doppio vetro / pvc,790000,1940,very good / refurbished,,d≥ 175 kwh/m² year,milano,pasteur,,,,,,,,0,0,autonomous,to radiators,gas powered,,
0,3,95,1,1,375,22/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,caminettoimpianto di allarmeporta blindataesposizione esternaportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / legno,720000,1920,very good / refurbished,,e116.49 kwh/m² year,milano,amendola - buonarroti,,,,,,,,1,1,centralized,to radiators,gas powered,,
0,3,82,2,2,,15/02/2023,sale - download specifications,apartment | entire property | stately property class,10 floors,libero,cancello elettricofibra otticavideocitofonoporta blindatabalconeimpianto tv con parabola satellitarecantinagiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,420000,2023,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,milano,dergano,,,,,,,,1,2,centralized,On the floor,powered by heat pump,centralized, cold/hot
0,3,68,1,R,150,21/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,fibra otticaporta blindataimpianto tv singoloesposizione doppia,275000,1900,very good / refurbished,"autonomous, cold",d154 kwh/m² year,milano,ghisolfa - mac mahon,,,,,,,,1,0,autonomous,to radiators,gas powered,autonomous, cold
0,3,90,1,3,340,10/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,cancello elettricofibra otticavideocitofonoporta blindatabalconeimpianto tv centralizzatoarredatoinfissi esterni in doppio vetro / pvcesposizione doppia,689000,1950,very good / refurbished,system preparation,e≥ 175 kwh/m² year,milano,buenos aires,,,,,,,,1,3,centralized,to radiators,methane powered,system preparation,
0,3,100,2,6,400,22/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,fibra otticavideocitofonoporta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,655000,1950,very good / refurbished,"autonomous, cold",e80.59 kwh/m² year,milano,centrale,,,,,,,,1,6,centralized,to radiators,methane powered,autonomous, cold
0,3,90,1,R,100,23/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,cancello elettricofibra otticavideocitofonoimpianto tv centralizzatoparzialmente arredatocantinagiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,425000,1930,good / habitable,"autonomous, cold/heat",g321.29 kwh/m² year,milano,buenos aires,,,,,,,,1,0,autonomous,to radiators,methane powered,autonomous, cold/hot
0,2,57,1,1,,15/02/2023,sale - download specifications,apartment | entire property | stately property class,10 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataesposizione internabalconeimpianto tv con parabola satellitarecantinagiardino comuneinfissi esterni in doppio vetro / pvc,305000,2023,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,milano,dergano,,,,,,,,1,1,centralized,On the floor,powered by heat pump,centralized, cold/hot
0,3,100,2,,390,21/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataarmadio a murobalconeterrazzaportiere intera giornataimpianto tv centralizzatoarredatocantinagiardino comuneinfissi esterni in triplo vetro / metalloesposizione doppia,800000,2014,very good / refurbished,"centralized, cold/heat",a14 kwh/m² year,milano,bande nere,,,,,,,,1,2,autonomous,On the floor,powered by heat pump,centralized, cold/hot
0,3,107,2,,400,22/12/2022,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricofibra otticavideocitofonoporta blindatabalconeterrazzaportiere mezza giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in vetro / legnoesposizione doppia,600000,1948,to be restructured,,e100.47 kwh/m² year,milano,sempione,,,,,,,,1,2,centralized,to radiators,methane powered,,
0,2,45,1,3,120,14/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,fibra otticavideocitofonoporta blindataesposizione internaarmadio a muroterrazzaportiere mezza giornataimpianto tv centralizzatoarredatogiardino comuneinfissi esterni in doppio vetro / legno,570000,1900,very good / refurbished,"autonomous, cold/heat",g≥ 175 kwh/m² year,milano,moscova,,,,,,,,1,3,centralized,to radiators,methane powered,autonomous, cold/hot
0,3,80,1,1,150,23/02/2023,sale,apartment | entire property | stately property class,3 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione esternaarmadio a murobalconeimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,460000,1950,very good / refurbished,"autonomous, cold/heat",,milano,argonne - corsica,,,,,,In attesa di certificazione,,0,1,centralized,to radiators,methane powered,autonomous, cold/hot
0,3,95,1,R,250,15/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,fibra otticaimpianto di allarmeporta blindataesposizione internaterrazzaportiere intera giornataimpianto tv con parabola satellitarecantinainfissi esterni in vetro / pvc,568000,1970,good / habitable,,g175 kwh/m² year,milano,dezza,,,,,,,,1,0,centralized,On the floor,gas powered,,
0,5+,225,3,6,,20/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,impianto di allarmeporta blindataesposizione esternaterrazzaportiere intera giornatainfissi esterni in vetro / legno,1970000,,very good / refurbished,"autonomous, cold",g184.29 kwh/m² year,milano,vincenzo monti,,,,,,,,1,6,autonomous,to radiators,,autonomous, cold
0,3,80,1,2,167,23/02/2023,sale,apartment | entire property | stately property class,8 floors,,videocitofonoesposizione esternaportiere intera giornataimpianto tv centralizzatoparzialmente arredatocantinagiardino comuneinfissi esterni in doppio vetro / legno,290000,1960,to be restructured,,g175 kwh/m² year,milano,gorla,,,,,,,,1,2,centralized,to radiators,methane powered,,
0,3,80,1,3,150,21/02/2023,sale,apartment | entire property | medium property class,6 floors,libero,cancello elettricofibra otticavideocitofonoporta blindatabalconeportiere intera giornataimpianto tv centralizzatoparzialmente arredatocantinagiardino comuneinfissi esterni in vetro / legnoesposizione doppia,270000,1960,good / habitable,"autonomous, cold",g≥ 175 kwh/m² year,milano,viale ungheria - mecenate,,,,,,,,1,3,centralized,to radiators,methane powered,autonomous, cold
0,4,115,2,4,,15/02/2023,sale - download specifications,apartment | entire property | stately property class,10 floors,libero,cancello elettricofibra otticavideocitofonoporta blindatabalconeterrazzaimpianto tv con parabola satellitarecantinagiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,725000,2023,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,milano,dergano,,,,,,,,1,4,centralized,On the floor,powered by heat pump,centralized, cold/hot
0,3,118,1,3,,22/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,porta blindataesposizione internabalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in vetro / legno,730000,1930,to be restructured,,g264.51 kwh/m² year,milano,missori,,,,,,,,1,3,centralized,to radiators,methane powered,,
0,3,125,2,R,85,17/02/2023,sale,apartment | entire property | stately property class,3 floors,libero,idromassaggiocancello elettricotavernafibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internaarmadio a muroimpianto tv centralizzatogiardino comuneinfissi esterni in doppio vetro / legno,545000,1920,good / habitable,"autonomous, cold/heat",g163 kwh/m² year,milano,porta romana - medaglie d'oro,,,,,,,,1,0,autonomous,to radiators,methane powered,autonomous, cold/hot
0,4,140,1,4,,22/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,porta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in vetro / legnoesposizione doppia,1000000,1930,to be restructured,"autonomous, cold",d117.22 kwh/m² year,milano,missori,,,,,,,,1,4,centralized,to radiators,methane powered,autonomous, cold
0,3,135,1,T,,06/02/2023,sale,apartment | entire property | stately property class,2 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internaportiere intera giornataimpianto tv centralizzatogiardino comuneinfissi esterni in doppio vetro / legno,737000,2021,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,milano,barona,,,,,,,,1,0,centralized,On the floor,powered by heat pump,centralized, cold/hot
0,4,146,1,3,300,23/01/2023,sale,apartment | entire property | stately property class,4 floors,libero,fibra otticaporta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / metalloesposizione doppia,950000,1930,good / habitable,,g202.3 kwh/m² year,milano,buenos aires,1 in garage/box,,,,,,,1,3,centralized,to radiators,gas powered,,
0,3,95,1,2,208,17/02/2023,sale,apartment | entire property | medium property class,8 floors,,porta blindataesposizione esternabalconeportiere intera giornatacantinagiardino comuneinfissi esterni in doppio vetro / pvc,350000,,good / habitable,,", edificio energia quasi zero",milano,cimiano,,,,,,Non classificabile,,1,2,centralized,to radiators,,,
0,3,91,1,1,,26/10/2022,sale,apartment | entire property | stately property class,3 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataterrazzaimpianto tv centralizzatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,625000,2022,new / under construction,"centralized, warm",a≥ 175 kwh/m² year,milano,pasteur,,,,,,,,1,1,centralized,On the floor,powered by heat pump,centralized, hot
0,3,80,1,S,150,22/02/2023,sale,apartment | entire property | medium property class,6 floors,libero,fibra otticaporta blindataesposizione esternaarmadio a muroimpianto tv centralizzatoarredatogiardino comuneinfissi esterni in doppio vetro / pvc,275000,1960,new / under construction,"centralized, cold/heat",,milano,udine,,,,,,In attesa di certificazione,,1,S,centralized,to radiators,methane powered,centralized, cold/hot
0,3,70,1,2,134,06/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,cancello elettricomansardafibra otticavideocitofonoimpianto di allarmeporta blindataesposizione internabalconeimpianto tv centralizzatogiardino comuneinfissi esterni in doppio vetro / metallo,285000,1965,very good / refurbished,"centralized, cold/heat",,milano,crescenzago,,,,,,In attesa di certificazione,,1,2,centralized,On the floor,methane powered,centralized, cold/hot
0,2,86,1,1,,20/01/2023,sale,apartment | entire property | medium property class,24 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataimpianto tv centralizzatocantinagiardino privatoinfissi esterni in triplo vetro / pvc,261000,2025,new / under construction,"centralized, cold","a2≥ 3,51 kwh/m² year, edificio energia quasi zero",milano,cascina merlata - musocco,,,,,,,,1,1,centralized,On the floor,powered by district heating,centralized, cold
0,5,245,3+,,,10/02/2023,sale,detached villa | entire property | luxury property,3 floors,libero,idromassaggiocaminettomansardatavernafibra otticavideocitofonoimpianto di allarmeporta blindataarmadio a murobalconeterrazzaimpianto tv singolocantinagiardino privatoinfissi esterni in doppio vetro / metalloesposizione doppia,1610000,1900,very good / refurbished,"autonomous, cold/heat",d102.35 kwh/m² year,milano,città studi,,,,,,,,1,0,autonomous,to radiators,gas powered,autonomous, cold/hot
0,2,52,1,,188,13/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataimpianto tv con parabola satellitarearredatocantinainfissi esterni in doppio vetro / pvc,245000,,very good / refurbished,"autonomous, cold/heat",b52 kwh/m² year,milano,vigentino - fatima,,,,,,,,1,2,centralized,by air,powered by heat pump,autonomous, cold/hot
0,2,65,1,1,110,22/02/2023,sale,lofts | entire property | stately property class,1 floor,libero,cancello elettricofibra otticavideocitofonoporta blindataesposizione internaimpianto tv centralizzatoarredatogiardino comuneinfissi esterni in doppio vetro / metallo,260000,2005,good / habitable,"autonomous, cold/heat",e≥ 175 kwh/m² year,milano,affori,2 in garage/box,,,,,,,0,1,autonomous,to radiators,gas powered,autonomous, cold/hot
0,3,110,2,2,,20/01/2023,sale,apartment | entire property | medium property class,24 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataterrazzaimpianto tv centralizzatocantinainfissi esterni in triplo vetro / pvc,350500,2025,new / under construction,"centralized, cold","a2≥ 3,51 kwh/m² year, edificio energia quasi zero",milano,cascina merlata - musocco,,,,,,,,1,2,centralized,On the floor,powered by district heating,centralized, cold
0,3,122,2,1,370,18/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,cancello elettricofibra otticavideocitofonoporta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,745000,1920,very good / refurbished,system preparation,"e≥ 3,51 kwh/m² year",milano,città studi,,,,,,,,1,1,centralized,to radiators,gas powered,system preparation,
0,4,150,2,2,240,22/02/2023,sale,apartment | entire property | luxury property,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindatabalconeterrazzaportiere intera giornataimpianto tv centralizzatogiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,990000,1960,very good / refurbished,"autonomous, cold/heat",c≥ 175 kwh/m² year,milano,corso san gottardo,,,,,,,,1,2,centralized,to radiators,methane powered,autonomous, cold/hot
0,5,166,2,6,500,20/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataesposizione esternaarmadio a murobalconeportiere intera giornataimpianto tv centralizzatoparzialmente arredatocantinagiardino comuneinfissi esterni in doppio vetro / pvc,1460000,1940,very good / refurbished,"autonomous, cold/heat",g≥ 175 kwh/m² year,milano,sempione,1 in garage/box,,,,,,,1,6,centralized,to radiators,,autonomous, cold/hot
0,2,75,1,4,170,27/12/2022,sale,apartment | entire property | medium property class,5 floors,libero,fibra otticavideocitofonoporta blindatabalconeimpianto tv centralizzatoparzialmente arredatocantinagiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,275000,1963,very good / refurbished,"autonomous, cold/heat","e≥ 3,51 kwh/m² year",milano,chiesa rossa,1 in garage/box,winter summer,,,,,,1,4,centralized,to radiators,powered by district heating,autonomous, cold/hot
0,3,129,2,3,415,22/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,idromassaggiocaminettomansardafibra otticavideocitofonoporta blindatabalconeportiere intera giornataimpianto tv centralizzatoparzialmente arredatogiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,610000,1935,good / habitable,"autonomous, cold/heat",e172.61 kwh/m² year,milano,centrale,,,,,,,,1,3,centralized,to radiators,gas powered,autonomous, cold/hot
0,2,71,4,,1.740,11/01/2023,sale,apartment | entire property | medium property class,7 floors,libero,esposizione internabalconeterrazzaportiere intera giornata,314000,1960,to be restructured,autonomous,e≥ 175 kwh/m² year,milano,ghisolfa - mac mahon,,,,,,,,1,4,centralized,On the floor,,autonomous,
0,4,188,3+,10,110,16/02/2023,sale,attic | entire property | stately property class,11 floors,libero,fibra otticavideocitofonoimpianto di allarmeporta blindatabalconeterrazzaimpianto tv centralizzatogiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,729000,2021,new / under construction,"autonomous, cold",a22 kwh/m² year,milano,bignami - ponale,,,,,,,,1,1,autonomous,to radiators,powered by district heating,autonomous, cold
0,4,187,3,5,435,22/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataarmadio a muroportiere mezza giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / legnoesposizione doppia,1100000,1960,good / habitable,"centralized, cold/heat",d72.45 kwh/m² year,milano,sempione,2 all'esterno,,,,,,,1,5,centralized,by air,gas powered,centralized, cold/hot
0,5,237,3+,12,110,16/02/2023,sale,attic | entire property | stately property class,13 floors,libero,fibra otticavideocitofonoimpianto di allarmeporta blindatabalconeimpianto tv centralizzatogiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,929000,2020,new / under construction,"autonomous, cold",a22 kwh/m² year,milano,bignami - ponale,,,,,,,,1,1,autonomous,to radiators,powered by district heating,autonomous, cold
0,3,125,2,6,220,23/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,fibra otticaportiere intera giornataimpianto tv centralizzatoinfissi esterni in vetro / legnoesposizione doppia,880000,1950,very good / refurbished,"autonomous, cold",d50 kwh/m² year,milano,vercelli - wagner,,,,,,,,1,6,centralized,to radiators,gas powered,autonomous, cold
0,1,45,1,T,130,22/02/2023,sale,apartment | entire property | medium property class,6 floors,libero,fibra otticaporta blindataportiere mezza giornataimpianto tv centralizzatoarredatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,230000,1960,very good / refurbished,system preparation,,milano,san siro,,,,,,In attesa di certificazione,,1,0,centralized,to radiators,gas powered,system preparation,
0,3,89,1,R,100,02/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricomansardafibra otticavideocitofonoporta blindataesposizione esternaimpianto tv centralizzatoparzialmente arredatocantinainfissi esterni in doppio vetro / pvc,395000,1950,good / habitable,,"f≥ 3,51 kwh/m² year",milano,washington,,winter summer,,,,,,1,0,centralized,to radiators,methane powered,,
0,4,188,3+,9,110,16/02/2023,sale,apartment | entire property | stately property class,11 floors,libero,fibra otticavideocitofonoimpianto di allarmeporta blindatabalconeimpianto tv centralizzatogiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,719000,2021,new / under construction,"autonomous, cold",a22 kwh/m² year,milano,bignami - ponale,,,,,,,,1,9,autonomous,to radiators,powered by district heating,autonomous, cold
0,3,80,1,,60,20/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricofibra otticaimpianto di allarmeporta blindatabalconeimpianto tv centralizzatoparzialmente arredatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,340000,1970,good / habitable,"autonomous, cold/heat",g≥ 175 kwh/m² year,milano,ca' granda,1 in garage/box,,,,,,,0,2,autonomous,to radiators,methane powered,autonomous, cold/hot
0,5,170,2,3,305,21/02/2023,sale,apartment | entire property | medium property class,8 floors,libero,porta blindatabalconeimpianto tv centralizzatocantinainfissi esterni in vetro / legnoesposizione doppia,899000,1950,to be restructured,,f163.56 kwh/m² year,milano,centrale,1 in garage/box,winter summer,,,,,,1,3,centralized,to radiators,methane powered,,
0,3,80,1,1,185,18/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,fibra otticavideocitofonoporta blindataarmadio a murobalconeimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / metalloesposizione doppia,550000,1967,very good / refurbished,"autonomous, cold/heat",e≥ 175 kwh/m² year,milano,cadore,1 all'esterno,,,,,,,0,1,centralized,to radiators,methane powered,autonomous, cold/hot
0,3,83,1,3,160,23/02/2023,sale,apartment | entire property | medium property class,8 floors,libero,fibra otticaporta blindataarmadio a muroimpianto tv centralizzatocantinainfissi esterni in triplo vetro / metalloesposizione doppia,380000,1965,good / habitable,,g114.95 kwh/m² year,milano,piazzale siena,,,,,,,,1,3,centralized,to radiators,gas powered,,
0,5,155,3,3,350,15/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,fibra otticaporta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in vetro / legnoesposizione doppia,1200000,1960,good / habitable,"autonomous, cold",f150 kwh/m² year,milano,paolo sarpi,1 in garage/box,,,,,,,1,3,centralized,to radiators,gas powered,autonomous, cold
